region,price,construction_area,saleable_area
觀塘,售 418 萬,建築面積 : --,實用面積: 540呎@7741
青衣,售 750 萬,建築面積 : 541呎@13863,實用面積: 432呎@17361
葵涌,"售 2,980 萬",建築面積 : 8112呎@3674,實用面積: --
牛池灣,售 545 萬,建築面積 : 495呎@11010,實用面積: 422呎@12915
黃大仙,售 538 萬,建築面積 : 694呎@7752,實用面積: 554呎@9711
美孚,售 598 萬,建築面積 : 551呎@10852,實用面積: 413呎@14479
青衣,售 570 萬,建築面積 : --,實用面積: 401呎@14214
大埔,售 680 萬,建築面積 : 1400呎@4857,實用面積: --
西營盤,售 588 萬,建築面積 : --,實用面積: 267呎@22022
九龍灣,"售 1,630 萬",建築面積 : 1300呎@12538,實用面積: --
炮台山,售 988 萬,建築面積 : 689呎@14339,實用面積: 498呎@19839
北角,售 618 萬,建築面積 : 407呎@15184,實用面積: 277呎@22310
天后,"售 2,180 萬",建築面積 : 1112呎@19604,實用面積: 910呎@23956
九龍塘,"售 2,428 萬",建築面積 : --,實用面積: 1069呎@22713
炮台山,"售 1,198 萬",建築面積 : 762呎@15722,實用面積: 652呎@18374
北角,售 668 萬,建築面積 : 529呎@12628,實用面積: 332呎@20120
北角,售 838 萬,建築面積 : 572呎@14650,實用面積: 401呎@20898
西灣河,售 530 萬,建築面積 : --,實用面積: 253呎@20949
何文田,售 900 萬,建築面積 : 755呎@11921,實用面積: 491呎@18330
大坑,售 975 萬,建築面積 : 650呎@15000,實用面積: 567呎@17196
又一村,"售 1,160 萬",建築面積 : --,實用面積: 560呎@20714
上環,售 560 萬,建築面積 : --,實用面積: 386呎@14508
青衣,售 880 萬,建築面積 : 641呎@13728,實用面積: 508呎@17323
新蒲崗,售 690 萬,建築面積 : --,實用面積: 591呎@11675
元朗,售 485 萬,建築面積 : --,實用面積: 328呎@14787
上環,售 450 萬,建築面積 : --,實用面積: 285呎@15789
粉嶺,售 328 萬,建築面積 : 480呎@6833,實用面積: 353呎@9292
粉嶺,售 480 萬,建築面積 : 700呎@6857,實用面積: --
銅鑼灣,售 755 萬,建築面積 : --,實用面積: 505呎@14950
屯門,售 328 萬,建築面積 : --,實用面積: 276呎@11884
銅鑼灣,售 755 萬,建築面積 : --,實用面積: 505呎@14950
灣仔,售 668 萬,建築面積 : --,實用面積: 616呎@10844
沙田,售 788 萬,建築面積 : 697呎@11305,實用面積: 473呎@16660
何文田,"售 1,918 萬",建築面積 : 1350呎@14207,實用面積: 1173呎@16351
灣仔,售 700 萬,建築面積 : 550呎@12727,實用面積: 511呎@13699
屯門,售 328 萬,建築面積 : 403呎@8139,實用面積: 314呎@10446
日本,售 150 萬,建築面積 : --,實用面積: 2095呎@716
上水,"售 1,780 萬",建築面積 : --,實用面積: 26136呎@681
屯門,售 300 萬,建築面積 : --,實用面積: 232呎@12931
九龍塘,"售 1,095 萬",建築面積 : 800呎@13688,實用面積: 607呎@18040
九龍塘,"售 1,638 萬",建築面積 : --,實用面積: 944呎@17352
藍田,售 515 萬,建築面積 : 515呎@10000,實用面積: 401呎@12843
荃灣,售 842 萬,建築面積 : 846呎@9952,實用面積: 728呎@11566
青衣,售 695 萬,建築面積 : 603呎@11525,實用面積: 504呎@13790
紅磡,售 765 萬,建築面積 : --,實用面積: 430呎@17791
土瓜灣,售 378 萬,建築面積 : 311呎@12154,實用面積: 232呎@16293
元朗,"售 1,880 萬",建築面積 : 2100呎@8952,實用面積: --
元朗,售 588 萬,建築面積 : 1400呎@4200,實用面積: --
元朗,"售 1,280 萬",建築面積 : 1200呎@10666,實用面積: --
北角半山,"售 2,450 萬",建築面積 : 1198呎@20451,實用面積: 1064呎@23026
筲箕灣,售 850 萬,建築面積 : --,實用面積: 475呎@17895
黃大仙,售 490 萬,建築面積 : --,實用面積: 300呎@16333
北角,"售 2,500 萬",建築面積 : 1368呎@18274,實用面積: 1226呎@20392
北角,"售 1,280 萬",建築面積 : 1058呎@12098,實用面積: 753呎@16999
北角,售 548 萬,建築面積 : --,實用面積: 295呎@18576
柴灣,售 880 萬,建築面積 : 875呎@10057,實用面積: 757呎@11625
鰂魚涌,"售 1,250 萬",建築面積 : 982呎@12729,實用面積: 833呎@15006
青衣,售 640 萬,建築面積 : 562呎@11387,實用面積: 442呎@14480
又一村,"售 1,700 萬",建築面積 : --,實用面積: 771呎@22049
九龍灣,售 530 萬,建築面積 : 1000呎@5300,實用面積: --
青衣,售 550 萬,建築面積 : 432呎@12731,實用面積: 343呎@16035
青衣,售 735 萬,建築面積 : 676呎@10872,實用面積: 502呎@14641
九龍灣,售 480 萬,建築面積 : 870呎@5517,實用面積: --
東涌,售 890 萬,建築面積 : --,實用面積: 772呎@11528
東涌,售 720 萬,建築面積 : --,實用面積: 573呎@12565
東涌,售 805 萬,建築面積 : --,實用面積: 670呎@12015
火炭,售 450 萬,建築面積 : 537呎@8380,實用面積: 472呎@9534
火炭,售 450 萬,建築面積 : 537呎@8380,實用面積: 472呎@9534
東涌,售 630 萬,建築面積 : --,實用面積: 492呎@12805
長沙灣,售 238 萬,建築面積 : 307呎@7752,實用面積: --
觀塘,售 520 萬,建築面積 : 870呎@5977,實用面積: --
愉景灣,售 750 萬,建築面積 : 889呎@8436,實用面積: 755呎@9934
長沙灣,售 668 萬,建築面積 : 606呎@11023,實用面積: 420呎@15905
香港仔,售 680 萬,建築面積 : --,實用面積: 369呎@18428
清水灣,"售 1,360 萬",建築面積 : 1400呎@9714,實用面積: --
清水灣,售 660 萬,建築面積 : 700呎@9428,實用面積: --
愉景灣,"售 1,570 萬",建築面積 : 1585呎@9905,實用面積: 1325呎@11849
九龍灣,售 630 萬,建築面積 : 800呎@7875,實用面積: --
愉景灣,"售 1,080 萬",建築面積 : 742呎@14555,實用面積: 593呎@18212
愉景灣,售 500 萬,建築面積 : 500呎@10000,實用面積: 449呎@11136
荃灣,售 730 萬,建築面積 : 1986呎@3675,實用面積: --
愉景灣,"售 1,700 萬",建築面積 : 1970呎@8629,實用面積: 1508呎@11273
筲箕灣,售 560 萬,建築面積 : --,實用面積: 297呎@18855
元朗,售 760 萬,建築面積 : 863呎@8806,實用面積: 658呎@11550
佐敦,售 590 萬,建築面積 : --,實用面積: 378呎@15608
愉景灣,售 553 萬,建築面積 : 672呎@8229,實用面積: 517呎@10696
黃竹坑,售 580 萬,建築面積 : --,實用面積: 309呎@18770
長沙灣,售 570 萬,建築面積 : 504呎@11310,實用面積: 407呎@14005
東涌,"售 4,500 萬",建築面積 : --,實用面積: 2507呎@17950
南區,"售 1,020 萬",建築面積 : --,實用面積: 511呎@19961
火炭,售 508 萬,建築面積 : 1249呎@4067,實用面積: --
鴨脷洲,售 188 萬,建築面積 : --,實用面積: 291呎@6460
青衣,售 778 萬,建築面積 : --,實用面積: 456呎@17061
愉景灣,"售 1,280 萬",建築面積 : 933呎@13719,實用面積: 837呎@15293
觀塘,"售 1,180 萬",建築面積 : 1816呎@6497,實用面積: --
西半山,"售 1,750 萬",建築面積 : --,實用面積: 802呎@21820
沙田,"售 1,080 萬",建築面積 : 970呎@11134,實用面積: 753呎@14343
愉景灣,"售 2,500 萬",建築面積 : 1881呎@13291,實用面積: 1542呎@16213
火炭,售 273 萬,建築面積 : 640呎@4265,實用面積: --
筲箕灣,"售 1,550 萬",建築面積 : --,實用面積: 692呎@22399
九龍灣,"售 4,680 萬",建築面積 : 8400呎@5571,實用面積: --
青衣,售 580 萬,建築面積 : --,實用面積: 401呎@14464
將軍澳,售 660 萬,建築面積 : 721呎@9154,實用面積: 539呎@12245
馬鞍山,"售 1,780 萬",建築面積 : 2100呎@8476,實用面積: --
馬鞍山,售 780 萬,建築面積 : 700呎@11142,實用面積: --
沙田,售 499 萬,建築面積 : 700呎@7128,實用面積: --
將軍澳,售 880 萬,建築面積 : --,實用面積: 736呎@11957
黃大仙,售 999 萬,建築面積 : 931呎@10730,實用面積: 668呎@14955
旺角,售 658 萬,建築面積 : --,實用面積: 389呎@16915
將軍澳,售 699 萬,建築面積 : --,實用面積: 405呎@17259
將軍澳,售 970 萬,建築面積 : --,實用面積: 558呎@17384
元朗,售 670 萬,建築面積 : 502呎@13347,實用面積: 392呎@17092
大坑,售 550 萬,建築面積 : 349呎@15759,實用面積: 290呎@18966
青衣,售 740 萬,建築面積 : 635呎@11653,實用面積: 550呎@13455
日本,售 59 萬,建築面積 : --,實用面積: 1037呎@569
日本,售 96 萬,建築面積 : --,實用面積: 445呎@2157
日本,售 73 萬,建築面積 : 913呎@799,實用面積: 820呎@890
葵涌,"售 1,038 萬",建築面積 : 1975呎@5255,實用面積: --
青衣,售 740 萬,建築面積 : 635呎@11653,實用面積: 550呎@13455
尖沙咀,售 618 萬,建築面積 : --,實用面積: 748呎@8262
青衣,售 660 萬,建築面積 : 610呎@10819,實用面積: 462呎@14286
觀塘,售 105 萬,建築面積 : 123呎@8537,實用面積: --
深井(屯門),售 798 萬,建築面積 : 937呎@8516,實用面積: 771呎@10350
深井(屯門),"售 1,130 萬",建築面積 : 1208呎@9354,實用面積: 953呎@11857
油麻地,售 910 萬,建築面積 : --,實用面積: 472呎@19280
將軍澳,"售 1,650 萬",建築面積 : --,實用面積: 870呎@18966
屯門,售 470 萬,建築面積 : 542呎@8672,實用面積: 412呎@11408
大角咀,"售 1,680 萬",建築面積 : 1300呎@12923,實用面積: 880呎@19091
南區,"售 2,868 萬",建築面積 : 1408呎@20369,實用面積: 1038呎@27630
啟德,"售 1,080 萬",建築面積 : --,實用面積: 460呎@23478
紅磡,售 180 萬,建築面積 : 212呎@8491,實用面積: --
西貢,售 630 萬,建築面積 : 700呎@9000,實用面積: --
西貢,售 648 萬,建築面積 : 700呎@9257,實用面積: --
跑馬地,售 980 萬,建築面積 : --,實用面積: 524呎@18702
西貢,售 580 萬,建築面積 : 700呎@8285,實用面積: --
西貢,"售 1,080 萬",建築面積 : 1400呎@7714,實用面積: --
西貢,售 780 萬,建築面積 : 700呎@11142,實用面積: --
粉嶺,"售 1,500 萬",建築面積 : 30000呎@500,實用面積: 30000呎@500
沙田,售 558 萬,建築面積 : 297呎@18788,實用面積: --
西貢,"售 2,550 萬",建築面積 : 2100呎@12142,實用面積: --
屯門,售 789 萬,建築面積 : 857呎@9207,實用面積: 679呎@11620
西貢,售 600 萬,建築面積 : 700呎@8571,實用面積: --
西貢,售 750 萬,建築面積 : 700呎@10714,實用面積: --
油麻地,售 685 萬,建築面積 : --,實用面積: 323呎@21207
奧運,售 900 萬,建築面積 : 617呎@14586,實用面積: 474呎@18987
屯門,售 359 萬,建築面積 : 448呎@8013,實用面積: 327呎@10979
奧運,"售 3,880 萬",建築面積 : --,實用面積: 1174呎@33049
奧運,售 950 萬,建築面積 : --,實用面積: 467呎@20343
葵涌,售 458 萬,建築面積 : 1422呎@3221,實用面積: --
深水埗,"售 1,550 萬",建築面積 : --,實用面積: 841呎@18430
灣仔,售 510 萬(已售),建築面積 : 480呎@10625,實用面積: 348呎@14655
屯門,售 458 萬,建築面積 : 597呎@7672,實用面積: 424呎@10802
大角咀,售 255 萬,建築面積 : 284呎@8978,實用面積: --
馬灣,售 600 萬,建築面積 : 622呎@9646,實用面積: 476呎@12605
馬灣,售 610 萬,建築面積 : 711呎@8579,實用面積: 549呎@11111
馬灣,售 590 萬,建築面積 : 622呎@9485,實用面積: 476呎@12395
馬灣,售 615 萬,建築面積 : 694呎@8861,實用面積: 531呎@11582
馬灣,售 615 萬,建築面積 : 694呎@8861,實用面積: 531呎@11582
馬灣,售 480 萬,建築面積 : 488呎@9836,實用面積: 360呎@13333
屯門,售 455 萬,建築面積 : 565呎@8053,實用面積: 428呎@10631
馬灣,售 775 萬,建築面積 : 803呎@9651,實用面積: 591呎@13113
荃灣,售 678 萬,建築面積 : 555呎@12216,實用面積: 475呎@14274
馬灣,售 778 萬,建築面積 : 912呎@8530,實用面積: 707呎@11004
屯門,售 330 萬,建築面積 : 324呎@10185,實用面積: 252呎@13095
深水埗,"售 1,360 萬",建築面積 : --,實用面積: 532呎@25564
深水埗,售 938 萬,建築面積 : --,實用面積: 601呎@15607
灣仔,售 750 萬,建築面積 : --,實用面積: 320呎@23438
灣仔,售 800 萬,建築面積 : --,實用面積: 338呎@23669
銅鑼灣,"售 1,980 萬",建築面積 : 1500呎@13200,實用面積: 1169呎@16938
灣仔,售 750 萬,建築面積 : --,實用面積: 320呎@23438
將軍澳,售 788 萬,建築面積 : 594呎@13266,實用面積: 452呎@17434
青衣,"售 1,100 萬",建築面積 : 2832呎@3884,實用面積: --
深水埗,售 330 萬,建築面積 : --,實用面積: 217呎@15207
荃灣,"售 1,425 萬",建築面積 : 4591呎@3103,實用面積: --
太子,售 443 萬,建築面積 : --,實用面積: 249呎@17791
深水埗,"售 1,650 萬",建築面積 : --,實用面積: 841呎@19620
屯門,售 438 萬,建築面積 : 578呎@7578,實用面積: 428呎@10234
黃埔,"售 1,020 萬",建築面積 : 750呎@13600,實用面積: 639呎@15962
紅磡,"售 1,580 萬",建築面積 : 1071呎@14753,實用面積: 911呎@17344
尖沙咀,售 800 萬,建築面積 : --,實用面積: 596呎@13423
尖沙咀,"售 2,380 萬",建築面積 : --,實用面積: 909呎@26183
佐敦,售 860 萬,建築面積 : --,實用面積: 820呎@10488
佐敦,售 390 萬,建築面積 : --,實用面積: 220呎@17727
尖沙咀,"售 1,150 萬",建築面積 : --,實用面積: 738呎@15583
九龍站,"售 5,980 萬",建築面積 : --,實用面積: 1265呎@47273
油麻地,"售 1,900 萬",建築面積 : --,實用面積: 932呎@20386
旺角,售 400 萬,建築面積 : --,實用面積: 179呎@22346
九龍站,"售 2,650 萬",建築面積 : --,實用面積: 1060呎@25000
旺角,售 395 萬,建築面積 : --,實用面積: 234呎@16880
九龍站,"售 2,300 萬",建築面積 : --,實用面積: 808呎@28465
佐敦,售 730 萬,建築面積 : --,實用面積: 720呎@10139
旺角,售 568 萬,建築面積 : --,實用面積: 306呎@18562
九龍站,"售 2,260 萬",建築面積 : --,實用面積: 803呎@28144
油麻地,售 415 萬,建築面積 : --,實用面積: 242呎@17149
油麻地,售 450 萬,建築面積 : --,實用面積: 294呎@15306
旺角,售 798 萬,建築面積 : --,實用面積: 434呎@18387
旺角,售 590 萬,建築面積 : --,實用面積: 322呎@18323
青衣,"售 1,500 萬",建築面積 : --,實用面積: 769呎@19506
何文田,"售 1,700 萬",建築面積 : --,實用面積: 519呎@32755
深水埗,售 325 萬,建築面積 : --,實用面積: 150呎@21667
九龍站,"售 2,760 萬",建築面積 : --,實用面積: 961呎@28720
九龍站,"售 2,450 萬",建築面積 : --,實用面積: 870呎@28161
九龍站,"售 2,650 萬",建築面積 : --,實用面積: 1060呎@25000
旺角,售 748 萬,建築面積 : --,實用面積: 407呎@18378
觀塘,售 550 萬,建築面積 : 887呎@6200,實用面積: --
觀塘,售 750 萬,建築面積 : 1526呎@4914,實用面積: --
九龍灣,售 473 萬,建築面積 : 653呎@7243,實用面積: --
筲箕灣,"售 1,550 萬",建築面積 : --,實用面積: 692呎@22399
新蒲崗,"售 1,380 萬",建築面積 : 1624呎@8497,實用面積: 1300呎@10615
元朗,"售 1,098 萬",建築面積 : --,實用面積: 996呎@11024
荃灣,售 895 萬,建築面積 : 1862呎@4807,實用面積: --
荃灣,"售 1,500 萬",建築面積 : 3148呎@4764,實用面積: --
屯門,售 380 萬,建築面積 : --,實用面積: 320呎@11875
屯門,售 468 萬,建築面積 : --,實用面積: 327呎@14312
屯門,售 520 萬,建築面積 : --,實用面積: 450呎@11556
屯門,售 550 萬,建築面積 : --,實用面積: 448呎@12277
屯門,售 588 萬,建築面積 : --,實用面積: 499呎@11784
屯門,售 458 萬,建築面積 : --,實用面積: 467呎@9807
元朗,售 480 萬,建築面積 : --,實用面積: 412呎@11650
元朗,售 848 萬,建築面積 : 1071呎@7917,實用面積: 789呎@10748
將軍澳,售 759 萬,建築面積 : --,實用面積: 440呎@17250
藍田,售 439 萬,建築面積 : 497呎@8833,實用面積: 381呎@11522
油塘,售 999 萬,建築面積 : 863呎@11576,實用面積: 636呎@15708
西半山,"售 1,088 萬",建築面積 : 631呎@17242,實用面積: 481呎@22620
藍田,售 503 萬,建築面積 : --,實用面積: 401呎@12544
藍田,售 368 萬,建築面積 : 168呎@21905,實用面積: --
藍田,售 618 萬,建築面積 : --,實用面積: 420呎@14714
將軍澳,售 860 萬,建築面積 : --,實用面積: 513呎@16764
赤柱,售 285 萬,建築面積 : 283呎@10071,實用面積: 214呎@13318
屯門,售 520 萬,建築面積 : 896呎@5804,實用面積: 699呎@7439
